id,seller_id,category_id,title,description,price,condition_level,cover_image,status,delivery_options,create_time,update_time
37,1000,3,日用百货商品_0037,这是一个测试商品，编号37，属于日用百货分类。,30.0,2,/uploads/product/cover_20.jpg,ON_SALE,EXPRESS,2026-08-04 10:25:42,2026-08-13 15:21:42
38,203,6,零食饮料商品_0038,这是一个测试商品，编号38，属于零食饮料分类。,25.0,2,/uploads/product/cover_2.jpg,ON_SALE,MEETUP,2026-08-03 01:00:42,2026-08-16 18:44:42
39,818,9,游戏动漫商品_0039,这是一个测试商品，编号39，属于游戏动漫分类。,200.0,1,/uploads/product/cover_18.jpg,ON_SALE,MEETUP,2026-08-05 04:00:42,2026-08-12 17:55:42
40,174,11,图书小说商品_0040,这是一个测试商品，编号40，属于图书小说分类。,150.0,3,/uploads/product/cover_7.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-10 06:44:42,2026-08-15 15:30:42
41,600,13,交通工具商品_0041,这是一个测试商品，编号41，属于交通工具分类。,10.0,4,/uploads/product/cover_20.jpg,ON_SALE,EXPRESS,2026-08-04 01:33:42,2026-08-13 10:30:42
42,683,1,教材教辅商品_0042,这是一个测试商品，编号42，属于教材教辅分类。,25.0,4,/uploads/product/cover_15.jpg,ON_SALE,EXPRESS,2026-08-05 16:28:42,2026-08-11 20:48:42
43,252,12,乐器音响商品_0043,这是一个测试商品，编号43，属于乐器音响分类。,2.0,2,/uploads/product/cover_3.jpg,ON_SALE,MEETUP,2026-08-14 19:48:42,2026-08-13 09:03:42
44,149,2,电子数码商品_0044,这是一个测试商品，编号44，属于电子数码分类。,3.0,1,/uploads/product/cover_16.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-10 12:32:42,2026-08-15 22:22:42
45,786,15,手工艺品商品_0045,这是一个测试商品，编号45，属于手工艺品分类。,150.0,2,/uploads/product/cover_10.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-12 23:21:42,2026-08-15 00:47:42
46,296,14,宠物用品商品_0046,这是一个测试商品，编号46，属于宠物用品分类。,120.0,3,/uploads/product/cover_17.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-09 18:55:42,2026-08-14 15:08:42
47,436,14,宠物用品商品_0047,这是一个测试商品，编号47，属于宠物用品分类。,15.0,1,/uploads/product/cover_11.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-15 14:49:42,2026-08-14 16:31:42
48,488,13,交通工具商品_0048,这是一个测试商品，编号48，属于交通工具分类。,2.0,5,/uploads/product/cover_13.jpg,ON_SALE,EXPRESS,2026-08-07 06:10:42,2026-08-15 11:13:42
49,889,4,运动户外商品_0049,这是一个测试商品，编号49，属于运动户外分类。,1.0,3,/uploads/product/cover_18.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-14 18:35:42,2026-08-16 14:59:42
50,780,15,手工艺品商品_0050,这是一个测试商品，编号50，属于手工艺品分类。,150.0,4,/uploads/product/cover_14.jpg,ON_SALE,MEETUP,2026-08-12 03:23:42,2026-08-12 05:01:42
51,983,6,零食饮料商品_0051,这是一个测试商品，编号51，属于零食饮料分类。,20.0,4,/uploads/product/cover_8.jpg,ON_SALE,EXPRESS,2026-08-06 08:08:42,2026-08-16 14:21:42
52,789,15,手工艺品商品_0052,这是一个测试商品，编号52，属于手工艺品分类。,15.0,4,/uploads/product/cover_16.jpg,ON_SALE,MEETUP,2026-08-13 14:41:42,2026-08-12 07:07:42
53,577,9,游戏动漫商品_0053,这是一个测试商品，编号53，属于游戏动漫分类。,25.0,1,/uploads/product/cover_11.jpg,ON_SALE,MEETUP,2026-08-08 14:31:42,2026-08-15 21:04:42
54,613,3,日用百货商品_0054,这是一个测试商品，编号54，属于日用百货分类。,12.0,2,/uploads/product/cover_13.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-12 09:05:42,2026-08-14 05:07:42
55,756,13,交通工具商品_0055,这是一个测试商品，编号55，属于交通工具分类。,2.0,3,/uploads/product/cover_14.jpg,ON_SALE,MEETUP,2026-08-02 14:53:42,2026-08-14 16:27:42
56,105,8,美妆护肤商品_0056,这是一个测试商品，编号56，属于美妆护肤分类。,5.0,2,/uploads/product/cover_2.jpg,ON_SALE,EXPRESS,2026-08-02 15:32:42,2026-08-13 10:07:42
57,668,9,游戏动漫商品_0057,这是一个测试商品，编号57，属于游戏动漫分类。,25.0,2,/uploads/product/cover_16.jpg,ON_SALE,EXPRESS,2026-08-15 12:49:42,2026-08-13 08:36:42
58,234,1,教材教辅商品_0058,这是一个测试商品，编号58，属于教材教辅分类。,60.0,2,/uploads/product/cover_15.jpg,ON_SALE,MEETUP,2026-08-14 09:23:42,2026-08-13 20:26:42
59,688,7,文具办公商品_0059,这是一个测试商品，编号59，属于文具办公分类。,50.0,1,/uploads/product/cover_6.jpg,ON_SALE,EXPRESS,2026-08-11 08:39:42,2026-08-12 21:22:42
60,413,15,手工艺品商品_0060,这是一个测试商品，编号60，属于手工艺品分类。,30.0,4,/uploads/product/cover_6.jpg,ON_SALE,EXPRESS,2026-07-31 09:53:42,2026-08-13 05:28:42
61,257,1,教材教辅商品_0061,这是一个测试商品，编号61，属于教材教辅分类。,30.0,4,/uploads/product/cover_13.jpg,ON_SALE,EXPRESS,2026-08-10 14:25:42,2026-08-15 20:42:42
62,966,4,运动户外商品_0062,这是一个测试商品，编号62，属于运动户外分类。,1.0,5,/uploads/product/cover_13.jpg,ON_SALE,MEETUP,2026-08-02 20:47:42,2026-08-13 23:47:42
63,224,7,文具办公商品_0063,这是一个测试商品，编号63，属于文具办公分类。,60.0,5,/uploads/product/cover_16.jpg,ON_SALE,EXPRESS,2026-08-15 04:58:42,2026-08-16 10:22:42
64,941,7,文具办公商品_0064,这是一个测试商品，编号64，属于文具办公分类。,60.0,5,/uploads/product/cover_8.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-14 20:34:42,2026-08-14 11:39:42
65,7,13,交通工具商品_0065,这是一个测试商品，编号65，属于交通工具分类。,2.0,1,/uploads/product/cover_17.jpg,ON_SALE,EXPRESS,2026-08-12 03:43:42,2026-08-12 05:08:42
66,86,10,家居家电商品_0066,这是一个测试商品，编号66，属于家居家电分类。,1.0,4,/uploads/product/cover_14.jpg,ON_SALE,MEETUP,2026-08-16 08:43:42,2026-08-14 05:27:42
67,60,9,游戏动漫商品_0067,这是一个测试商品，编号67，属于游戏动漫分类。,25.0,5,/uploads/product/cover_15.jpg,ON_SALE,MEETUP,2026-08-06 07:39:42,2026-08-15 05:01:42
68,79,4,运动户外商品_0068,这是一个测试商品，编号68，属于运动户外分类。,5.0,5,/uploads/product/cover_9.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-11 03:42:42,2026-08-12 19:02:42
69,134,12,乐器音响商品_0069,这是一个测试商品，编号69，属于乐器音响分类。,12.0,2,/uploads/product/cover_6.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-11 13:14:42,2026-08-15 03:49:42
70,109,14,宠物用品商品_0070,这是一个测试商品，编号70，属于宠物用品分类。,15.0,4,/uploads/product/cover_12.jpg,ON_SALE,EXPRESS,2026-08-01 05:17:42,2026-08-16 03:49:42
71,434,1,教材教辅商品_0071,这是一个测试商品，编号71，属于教材教辅分类。,50.0,3,/uploads/product/cover_6.jpg,ON_SALE,EXPRESS,2026-07-30 07:48:42,2026-08-14 10:02:42
72,566,10,家居家电商品_0072,这是一个测试商品，编号72，属于家居家电分类。,3.0,5,/uploads/product/cover_8.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-05 13:49:42,2026-08-13 00:55:42
73,213,3,日用百货商品_0073,这是一个测试商品，编号73，属于日用百货分类。,50.0,1,/uploads/product/cover_6.jpg,ON_SALE,EXPRESS,2026-08-03 00:05:42,2026-08-12 18:49:42
74,912,3,日用百货商品_0074,这是一个测试商品，编号74，属于日用百货分类。,150.0,4,/uploads/product/cover_9.jpg,ON_SALE,MEETUP,2026-08-14 17:28:42,2026-08-12 18:00:42
75,74,8,美妆护肤商品_0075,这是一个测试商品，编号75，属于美妆护肤分类。,12.0,1,/uploads/product/cover_7.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-04 12:27:42,2026-08-16 08:12:42
76,12,5,服装鞋帽商品_0076,这是一个测试商品，编号76，属于服装鞋帽分类。,10.0,5,/uploads/product/cover_7.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-11 05:02:42,2026-08-13 13:39:42
77,939,7,文具办公商品_0077,这是一个测试商品，编号77，属于文具办公分类。,150.0,5,/uploads/product/cover_8.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-02 13:19:42,2026-08-14 04:28:42
78,248,1,教材教辅商品_0078,这是一个测试商品，编号78，属于教材教辅分类。,120.0,5,/uploads/product/cover_8.jpg,ON_SALE,EXPRESS,2026-08-14 19:30:42,2026-08-14 10:52:42
79,161,10,家居家电商品_0079,这是一个测试商品，编号79，属于家居家电分类。,2.0,5,/uploads/product/cover_18.jpg,ON_SALE,MEETUP,2026-08-12 20:17:42,2026-08-14 19:17:42
80,231,8,美妆护肤商品_0080,这是一个测试商品，编号80，属于美妆护肤分类。,30.0,2,/uploads/product/cover_16.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-30 16:45:42,2026-08-12 15:03:42
81,397,6,零食饮料商品_0081,这是一个测试商品，编号81，属于零食饮料分类。,100.0,1,/uploads/product/cover_10.jpg,ON_SALE,EXPRESS,2026-08-03 17:47:42,2026-08-12 20:29:42
82,464,11,图书小说商品_0082,这是一个测试商品，编号82，属于图书小说分类。,3.0,3,/uploads/product/cover_6.jpg,ON_SALE,MEETUP,2026-08-11 01:14:42,2026-08-14 07:42:42
83,603,5,服装鞋帽商品_0083,这是一个测试商品，编号83，属于服装鞋帽分类。,25.0,5,/uploads/product/cover_19.jpg,ON_SALE,MEETUP,2026-08-16 04:09:42,2026-08-16 02:01:42
84,560,5,服装鞋帽商品_0084,这是一个测试商品，编号84，属于服装鞋帽分类。,8.0,1,/uploads/product/cover_14.jpg,ON_SALE,EXPRESS,2026-08-01 07:07:42,2026-08-13 18:45:42
85,46,1,教材教辅商品_0085,这是一个测试商品，编号85，属于教材教辅分类。,120.0,1,/uploads/product/cover_19.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-28 17:45:42,2026-08-15 15:58:42
86,381,15,手工艺品商品_0086,这是一个测试商品，编号86，属于手工艺品分类。,200.0,2,/uploads/product/cover_20.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-08 10:21:42,2026-08-12 17:18:42
87,231,15,手工艺品商品_0087,这是一个测试商品，编号87，属于手工艺品分类。,50.0,2,/uploads/product/cover_12.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-09 12:44:42,2026-08-16 13:40:42
88,367,1,教材教辅商品_0088,这是一个测试商品，编号88，属于教材教辅分类。,15.0,2,/uploads/product/cover_12.jpg,ON_SALE,EXPRESS,2026-08-06 07:01:42,2026-08-16 15:16:42
89,906,6,零食饮料商品_0089,这是一个测试商品，编号89，属于零食饮料分类。,100.0,3,/uploads/product/cover_11.jpg,ON_SALE,EXPRESS,2026-08-15 11:01:42,2026-08-13 00:23:42
90,833,13,交通工具商品_0090,这是一个测试商品，编号90，属于交通工具分类。,120.0,5,/uploads/product/cover_10.jpg,ON_SALE,EXPRESS,2026-08-09 23:43:42,2026-08-15 11:59:42
91,167,14,宠物用品商品_0091,这是一个测试商品，编号91，属于宠物用品分类。,200.0,2,/uploads/product/cover_13.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-29 05:47:42,2026-08-16 01:54:42
92,356,11,图书小说商品_0092,这是一个测试商品，编号92，属于图书小说分类。,120.0,2,/uploads/product/cover_4.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-08 10:50:42,2026-08-15 00:52:42
93,455,13,交通工具商品_0093,这是一个测试商品，编号93，属于交通工具分类。,1.0,5,/uploads/product/cover_13.jpg,ON_SALE,MEETUP,2026-07-27 23:16:42,2026-08-15 17:48:42
94,147,8,美妆护肤商品_0094,这是一个测试商品，编号94，属于美妆护肤分类。,100.0,4,/uploads/product/cover_7.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-01 04:36:42,2026-08-12 07:38:42
95,164,15,手工艺品商品_0095,这是一个测试商品，编号95，属于手工艺品分类。,15.0,1,/uploads/product/cover_13.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-28 10:14:42,2026-08-16 00:42:42
96,924,6,零食饮料商品_0096,这是一个测试商品，编号96，属于零食饮料分类。,12.0,5,/uploads/product/cover_4.jpg,ON_SALE,EXPRESS,2026-08-12 13:30:42,2026-08-13 16:11:42
97,235,8,美妆护肤商品_0097,这是一个测试商品，编号97，属于美妆护肤分类。,20.0,3,/uploads/product/cover_8.jpg,ON_SALE,EXPRESS,2026-08-04 14:28:42,2026-08-14 03:35:42
98,155,11,图书小说商品_0098,这是一个测试商品，编号98，属于图书小说分类。,60.0,4,/uploads/product/cover_9.jpg,ON_SALE,MEETUP,2026-08-13 14:11:42,2026-08-15 23:28:42
99,124,13,交通工具商品_0099,这是一个测试商品，编号99，属于交通工具分类。,12.0,2,/uploads/product/cover_1.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-29 00:45:42,2026-08-12 10:35:42
100,896,5,服装鞋帽商品_0100,这是一个测试商品，编号100，属于服装鞋帽分类。,30.0,1,/uploads/product/cover_7.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-13 16:33:42,2026-08-15 08:33:42
101,11,2,电子数码商品_0101,这是一个测试商品，编号101，属于电子数码分类。,1.0,3,/uploads/product/cover_7.jpg,ON_SALE,EXPRESS,2026-08-12 15:18:42,2026-08-16 09:40:42
102,683,9,游戏动漫商品_0102,这是一个测试商品，编号102，属于游戏动漫分类。,10.0,4,/uploads/product/cover_16.jpg,ON_SALE,EXPRESS,2026-08-01 22:47:42,2026-08-14 04:17:42
103,998,6,零食饮料商品_0103,这是一个测试商品，编号103，属于零食饮料分类。,30.0,3,/uploads/product/cover_5.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-14 02:21:42,2026-08-14 20:03:42
104,261,12,乐器音响商品_0104,这是一个测试商品，编号104，属于乐器音响分类。,1.0,5,/uploads/product/cover_4.jpg,ON_SALE,EXPRESS,2026-08-10 18:56:42,2026-08-16 09:06:42
105,556,8,美妆护肤商品_0105,这是一个测试商品，编号105，属于美妆护肤分类。,25.0,1,/uploads/product/cover_14.jpg,ON_SALE,MEETUP,2026-08-04 00:43:42,2026-08-15 11:07:42
106,175,7,文具办公商品_0106,这是一个测试商品，编号106，属于文具办公分类。,120.0,3,/uploads/product/cover_4.jpg,ON_SALE,MEETUP,2026-07-28 17:45:42,2026-08-14 04:10:42
107,556,7,文具办公商品_0107,这是一个测试商品，编号107，属于文具办公分类。,200.0,3,/uploads/product/cover_2.jpg,ON_SALE,EXPRESS,2026-08-05 22:23:42,2026-08-13 19:22:42
108,544,14,宠物用品商品_0108,这是一个测试商品，编号108，属于宠物用品分类。,80.0,5,/uploads/product/cover_6.jpg,ON_SALE,MEETUP,2026-08-02 20:05:42,2026-08-13 14:30:42
109,808,1,教材教辅商品_0109,这是一个测试商品，编号109，属于教材教辅分类。,50.0,5,/uploads/product/cover_9.jpg,ON_SALE,MEETUP,2026-08-01 14:13:42,2026-08-12 13:32:42
110,313,14,宠物用品商品_0110,这是一个测试商品，编号110，属于宠物用品分类。,80.0,3,/uploads/product/cover_12.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-29 06:45:42,2026-08-12 13:44:42
111,188,1,教材教辅商品_0111,这是一个测试商品，编号111，属于教材教辅分类。,2.0,1,/uploads/product/cover_18.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-04 19:05:42,2026-08-13 13:07:42
112,905,8,美妆护肤商品_0112,这是一个测试商品，编号112，属于美妆护肤分类。,200.0,2,/uploads/product/cover_18.jpg,ON_SALE,MEETUP,2026-08-10 00:07:42,2026-08-14 13:14:42
113,14,14,宠物用品商品_0113,这是一个测试商品，编号113，属于宠物用品分类。,15.0,2,/uploads/product/cover_6.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-08 16:37:42,2026-08-12 00:44:42
114,609,13,交通工具商品_0114,这是一个测试商品，编号114，属于交通工具分类。,5.0,1,/uploads/product/cover_20.jpg,ON_SALE,EXPRESS,2026-08-03 06:45:42,2026-08-13 17:47:42
115,420,1,教材教辅商品_0115,这是一个测试商品，编号115，属于教材教辅分类。,3.0,3,/uploads/product/cover_11.jpg,ON_SALE,"MEETUP,EXPRESS",2026-07-29 07:28:42,2026-08-15 13:51:42
116,489,11,图书小说商品_0116,这是一个测试商品，编号116，属于图书小说分类。,200.0,1,/uploads/product/cover_1.jpg,ON_SALE,EXPRESS,2026-08-08 23:51:42,2026-08-15 19:07:42
117,87,4,运动户外商品_0117,这是一个测试商品，编号117，属于运动户外分类。,100.0,3,/uploads/product/cover_7.jpg,ON_SALE,EXPRESS,2026-07-28 13:47:42,2026-08-15 09:02:42
118,475,2,电子数码商品_0118,这是一个测试商品，编号118，属于电子数码分类。,15.0,5,/uploads/product/cover_8.jpg,ON_SALE,MEETUP,2026-08-15 20:53:42,2026-08-13 17:56:42
119,542,8,美妆护肤商品_0119,这是一个测试商品，编号119，属于美妆护肤分类。,30.0,4,/uploads/product/cover_2.jpg,ON_SALE,MEETUP,2026-08-04 10:30:42,2026-08-15 21:08:42
120,429,8,美妆护肤商品_0120,这是一个测试商品，编号120，属于美妆护肤分类。,10.0,4,/uploads/product/cover_5.jpg,ON_SALE,MEETUP,2026-08-07 12:10:42,2026-08-11 20:33:42
121,11,10,家居家电商品_0121,这是一个测试商品，编号121，属于家居家电分类。,5.0,3,/uploads/product/cover_8.jpg,ON_SALE,MEETUP,2026-08-11 12:38:42,2026-08-13 16:27:42
122,846,11,图书小说商品_0122,这是一个测试商品，编号122，属于图书小说分类。,8.0,2,/uploads/product/cover_8.jpg,ON_SALE,EXPRESS,2026-08-13 12:00:42,2026-08-15 05:48:42
123,13,5,服装鞋帽商品_0123,这是一个测试商品，编号123，属于服装鞋帽分类。,150.0,1,/uploads/product/cover_14.jpg,ON_SALE,MEETUP,2026-08-12 12:10:42,2026-08-16 06:33:42
124,283,2,电子数码商品_0124,这是一个测试商品，编号124，属于电子数码分类。,200.0,2,/uploads/product/cover_15.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-02 03:13:42,2026-08-13 02:32:42
125,489,15,手工艺品商品_0125,这是一个测试商品，编号125，属于手工艺品分类。,8.0,1,/uploads/product/cover_14.jpg,ON_SALE,EXPRESS,2026-08-10 10:17:42,2026-08-14 13:16:42
126,999,14,宠物用品商品_0126,这是一个测试商品，编号126，属于宠物用品分类。,10.0,3,/uploads/product/cover_14.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-01 08:01:42,2026-08-14 15:23:42
127,564,1,教材教辅商品_0127,这是一个测试商品，编号127，属于教材教辅分类。,12.0,1,/uploads/product/cover_16.jpg,ON_SALE,EXPRESS,2026-07-28 00:43:42,2026-08-15 09:11:42
128,188,15,手工艺品商品_0128,这是一个测试商品，编号128，属于手工艺品分类。,10.0,2,/uploads/product/cover_10.jpg,ON_SALE,EXPRESS,2026-08-09 04:36:42,2026-08-14 10:51:42
129,788,3,日用百货商品_0129,这是一个测试商品，编号129，属于日用百货分类。,25.0,2,/uploads/product/cover_9.jpg,ON_SALE,MEETUP,2026-08-03 08:05:42,2026-08-15 02:03:42
130,399,8,美妆护肤商品_0130,这是一个测试商品，编号130，属于美妆护肤分类。,150.0,5,/uploads/product/cover_1.jpg,ON_SALE,"MEETUP,EXPRESS",2026-08-05 09:06:42,2026-08-12 07:08:42
131,231,14,宠物用品商品_0131,这是一个测试商品，编号131，属于宠物用品分类。,3.0,2,/uploads/product/cover_14.jpg,ON_SALE,EXPRESS,2026-07-29 17:38:42,2026-08-13 13:43:42
132,529,12,乐器音响商品_0132,这是一个测试商品，编号132，属于乐器音响分类。,8.0,3,/uploads/product/cover_3.jpg,ON_SALE,EXPRESS,2026-08-16 18:17:42,2026-08-14 11:23:42
